study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,Chd4,H,Morphotypeneural_bias,0.2025868399341614,NA,NA,NA,NA,0.37094386520880995,0.37094386520880995,0.23979690740721163,0.9750353879809548,0.9758756254467477,0.975387147452682
GSE250136,mast,sample_single_cell,Chd7,H,Morphotypeneural_bias,0.035764504498476214,NA,NA,NA,NA,0.31498508934735847,0.31498508934735847,0.08322312490926073,0.8910050186591172,0.9428162973552537,0.9126954440038901
GSE250136,mast,sample_single_cell,Cirbp,H,Morphotypeneural_bias,0.235700412368901,NA,NA,NA,NA,0.2681673261243218,0.2681673261243218,0.27003293542063017,0.9733625016085445,0.9721229449606862,0.9728435699857859
GSE250136,mast,sample_single_cell,Cks1b,H,Morphotypeneural_bias,0.6946495361193902,NA,NA,NA,NA,-0.04002808955726067,-0.04002808955726067,0.7070687769320134,0.8103204220821001,0.8048606147248034,0.808034712351313
GSE250136,mast,sample_single_cell,Cks2,H,Morphotypeneural_bias,0.010944910796239002,NA,NA,NA,NA,0.3290424605143869,0.3290424605143869,0.056601416340753496,0.8195856389139107,0.8152251608291637,0.8177601556070921
GSE250136,mast,sample_single_cell,Clns1a,H,Morphotypeneural_bias,0.05868242556928639,NA,NA,NA,NA,0.10964742158553831,0.10964742158553831,0.10418875558455422,0.8553596705700682,0.8472122944960686,0.8519488292062543
GSE250136,mast,sample_single_cell,Clta,H,Morphotypeneural_bias,0.021904262156852965,NA,NA,NA,NA,0.43967973510253966,0.43967973510253966,0.06992013272648806,0.9131385922017758,0.9133309506790565,0.913219121717663
GSE250136,mast,sample_single_cell,Cnbp,H,Morphotypeneural_bias,0.009659154070600822,NA,NA,NA,NA,0.7919017012752336,0.7919017012752336,0.05573592956954798,0.9625530819714323,0.9556826304503216,0.9596768160395003
GSE250136,mast,sample_single_cell,Cnn3,H,Morphotypeneural_bias,0.39525994129395825,NA,NA,NA,NA,0.10268419709858234,0.10268419709858234,0.42014972715920956,0.8781366619482692,0.8752680486061473,0.8769357372634099
GSE250136,mast,sample_single_cell,Cnpy2,H,Morphotypeneural_bias,0.008531657454806146,NA,NA,NA,NA,0.1405140300650607,0.1405140300650607,0.0532952378198214,0.8965384120447819,0.8961758398856325,0.8963866237749682
GSE250136,mast,sample_single_cell,Commd1,H,Morphotypeneural_bias,0.10095896040468963,NA,NA,NA,NA,0.1304044447365924,0.1304044447365924,0.14490580199261335,1,1,1
GSE250136,mast,sample_single_cell,Cops9,H,Morphotypeneural_bias,0.11299950691787346,NA,NA,NA,NA,0.1394999230790539,0.1394999230790539,0.15564770791590957,0.8508557457212714,0.8473909935668335,0.8494052517393581
GSE250136,mast,sample_single_cell,Cox4i1,H,Morphotypeneural_bias,0.020070432980688845,NA,NA,NA,NA,1.486923385764209,1.486923385764209,0.06842930510367344,0.9355295328786514,0.9349535382416011,0.9352883967980848
GSE250136,mast,sample_single_cell,Cox5a,H,Morphotypeneural_bias,0.09751573413043618,NA,NA,NA,NA,0.7415910189547441,0.7415910189547441,0.14138953641323004,0.9275511517179256,0.9149392423159399,0.9222712650557343
GSE250136,mast,sample_single_cell,Cox5b,H,Morphotypeneural_bias,0.008844403607355037,NA,NA,NA,NA,0.8336446500848202,0.8336446500848202,0.05395086200486572,0.8733753699652554,0.8745532523230879,0.873868482082741
GSE250136,mast,sample_single_cell,Cox6a1,H,Morphotypeneural_bias,0.026340858453869312,NA,NA,NA,NA,0.20487509414760519,0.20487509414760519,0.07315541738954644,0.9651267533136019,0.9612223016440314,0.9634921822398443
GSE250136,mast,sample_single_cell,Cox6b1,H,Morphotypeneural_bias,0.02103503248839,NA,NA,NA,NA,0.6834934886897113,0.6834934886897113,0.06877299402491575,0.9602367777634796,0.9565761258041459,0.9587042717139224
GSE250136,mast,sample_single_cell,Cox6c,H,Morphotypeneural_bias,0.07853146617769664,NA,NA,NA,NA,0.6562368630357067,0.6562368630357067,0.12287002585472472,0.9372024192510616,0.9281629735525375,0.9334181192488965
GSE250136,mast,sample_single_cell,Cox7a2,H,Morphotypeneural_bias,0.1649707667947196,NA,NA,NA,NA,0.5739701833518378,0.5739701833518378,0.20537177090771214,0.9037446918028568,0.9056468906361687,0.9045410338894292
GSE250136,mast,sample_single_cell,Cox7a2l,H,Morphotypeneural_bias,0.01822530436524353,NA,NA,NA,NA,0.4758685532302538,0.4758685532302538,0.067828541548252,0.9733625016085445,0.9692637598284489,0.9716465923543054
GSE250136,mast,sample_single_cell,Cox7b,H,Morphotypeneural_bias,0.037459613291346845,NA,NA,NA,NA,0.4620657350288093,0.4620657350288093,0.08466092463599616,0.924977480375756,0.9208363116511794,0.9232438093813122
GSE250136,mast,sample_single_cell,Cox7c,H,Morphotypeneural_bias,0.00872619050488541,NA,NA,NA,NA,1.3009572181129911,1.3009572181129911,0.05395086200486572,0.8137948783940291,0.8363116511794139,0.8232213660507219
GSE250136,mast,sample_single_cell,Cox8a,H,Morphotypeneural_bias,0.02788650681599366,NA,NA,NA,NA,0.9543708966868003,0.9543708966868003,0.07560341847891615,0.8153390811993309,0.8173695496783416,0.8161891224657739
GSE250136,mast,sample_single_cell,Crabp2,H,Morphotypeneural_bias,1.5208878818653717e-6,NA,NA,NA,NA,3.5071406178848292,3.5071406178848292,0.0012988382511130274,0.8567751898082615,0.8473909935668335,0.8528465624298646
GSE250136,mast,sample_single_cell,Csde1,H,Morphotypeneural_bias,0.05786979641259306,NA,NA,NA,NA,0.30013467637308544,0.30013467637308544,0.1036075600342861,0.8352850341011453,0.8459614010007148,0.8397546195855465
GSE250136,mast,sample_single_cell,Csnk1a1,H,Morphotypeneural_bias,0.05014609760650129,NA,NA,NA,NA,0.41670223743366375,0.41670223743366375,0.09679674384017849,0.8213872088534294,0.8118298784846318,0.8173861000972544
GSE250136,mast,sample_single_cell,Csnk2a1,H,Morphotypeneural_bias,0.017589063944831524,NA,NA,NA,NA,0.4704723816273182,0.4704723816273182,0.067828541548252,1,1,1
GSE250136,mast,sample_single_cell,Ctcf,H,Morphotypeneural_bias,0.04355844175511273,NA,NA,NA,NA,0.27369526579154435,0.27369526579154435,0.0902886147059861,0.9468536867841977,0.9431736954967834,0.9453130844617341
GSE250136,mast,sample_single_cell,Ctnnb1,H,Morphotypeneural_bias,0.26007452286723703,NA,NA,NA,NA,0.137005253583939,0.137005253583939,0.29147459649425256,0.9575344228542015,0.9533595425303788,0.9557866387371886
GSE250136,mast,sample_single_cell,Ctsl,H,Morphotypeneural_bias,0.026027158042703065,NA,NA,NA,NA,0.23970674397983283,0.23970674397983283,0.07287604251956857,0.9998713164328915,0.9996426018584703,0.9997755666940974
GSE250136,mast,sample_single_cell,Cul1,H,Morphotypeneural_bias,0.015731474259488898,NA,NA,NA,NA,0.24062441558860703,0.24062441558860703,0.06475346943151834,0.8804529661562218,0.8772337383845604,0.8791052592204683
GSE250136,mast,sample_single_cell,Cwc15,H,Morphotypeneural_bias,0.5007097748144064,NA,NA,NA,NA,0.057209267194597846,0.057209267194597846,0.5227459018233533,0.8481533908119933,0.8229092208720514,0.8375850976284881
GSE250136,mast,sample_single_cell,Cyc1,H,Morphotypeneural_bias,0.02020029364465938,NA,NA,NA,NA,0.31283882836065624,0.31283882836065624,0.06842930510367344,0.8464805044395831,0.8531093638313081,0.8492556295354231
GSE250136,mast,sample_single_cell,Cycs,H,Morphotypeneural_bias,0.07796260963494397,NA,NA,NA,NA,0.2219926979823832,0.2219926979823832,0.12287002585472472,0.9980697464933728,0.9980343102215868,0.9980549113488442
GSE250136,mast,sample_single_cell,D8Ertd738e,H,Morphotypeneural_bias,0.048946384836826284,NA,NA,NA,NA,0.26936856152591515,0.26936856152591515,0.09628897011477253,0.9747780208467379,0.9753395282344531,0.9750130919428444
GSE250136,mast,sample_single_cell,Dad1,H,Morphotypeneural_bias,0.3859964796449892,NA,NA,NA,NA,0.06427915093262415,0.06427915093262415,0.4115057663619619,0.8805816497233303,0.884024303073624,0.8820228921972021
GSE250136,mast,sample_single_cell,Dbi,H,Morphotypeneural_bias,0.0374728682815065,NA,NA,NA,NA,0.7596051473197569,0.7596051473197569,0.08466092463599616,0.9624243984043238,0.9603288062902073,0.9615470935886885
GSE250136,mast,sample_single_cell,Dcakd,H,Morphotypeneural_bias,0.02576661193906168,NA,NA,NA,NA,0.23238837173402294,0.23238837173402294,0.07286572803654347,1,1,1
GSE250136,mast,sample_single_cell,Dctpp1,H,Morphotypeneural_bias,0.019843743729348804,NA,NA,NA,NA,0.4686713575338155,0.4686713575338155,0.06842930510367344,0.8332260970274096,0.8402430307362402,0.836163686691105
GSE250136,mast,sample_single_cell,Ddah2,H,Morphotypeneural_bias,0.6579626286983038,NA,NA,NA,NA,-0.0366035406344829,-0.0366035406344829,0.6713262663182216,0.8639814695663364,0.8631165117941386,0.8636193611131892
GSE250136,mast,sample_single_cell,Ddb1,H,Morphotypeneural_bias,0.014592842499053394,NA,NA,NA,NA,0.274708454173644,0.274708454173644,0.06139057878912117,0.9064470467121348,0.9010007147962831,0.9041669783795915
GSE250136,mast,sample_single_cell,Ddx1,H,Morphotypeneural_bias,0.15840760655418204,NA,NA,NA,NA,0.12450690236824524,0.12450690236824524,0.19923430927433206,0.8298803242825891,0.8239814152966405,0.8274107877609037
GSE250136,mast,sample_single_cell,Ddx18,H,Morphotypeneural_bias,0.2609177723741548,NA,NA,NA,NA,0.12007235203031508,0.12007235203031508,0.2920364057765769,0.9841719212456569,0.9858827734095783,0.9848881574025585
GSE250136,mast,sample_single_cell,Ddx21,H,Morphotypeneural_bias,0.004058470231263862,NA,NA,NA,NA,0.15719325867051248,0.15719325867051248,0.042589761678324164,0.8868871445116459,0.8800929235167977,0.8840427919503254
GSE250136,mast,sample_single_cell,Ddx24,H,Morphotypeneural_bias,0.018804482289508612,NA,NA,NA,NA,0.2928917311729049,0.2928917311729049,0.067828541548252,0.9795393128297516,0.977662616154396,0.9787536470412209
GSE250136,mast,sample_single_cell,Ddx39b,H,Morphotypeneural_bias,0.0135359779516219,NA,NA,NA,NA,0.6831445495927762,0.6831445495927762,0.060447642220678596,0.95766310642131,0.9594353109363831,0.9584050273060523
GSE250136,mast,sample_single_cell,Ddx3x,H,Morphotypeneural_bias,0.07548968166154604,NA,NA,NA,NA,0.2551454600461036,0.2551454600461036,0.12057349129815036,0.8985973491185175,0.8926018584703359,0.896087379367098
GSE250136,mast,sample_single_cell,Ddx46,H,Morphotypeneural_bias,0.09623837857203486,NA,NA,NA,NA,0.22194044836849258,0.22194044836849258,0.1400129051116146,0.9987131643289152,0.998927805575411,0.9988030223685195
GSE250136,mast,sample_single_cell,Ddx5,H,Morphotypeneural_bias,0.089160648535655,NA,NA,NA,NA,0.5873790876949716,0.5873790876949716,0.13265364782134037,0.9819843006048128,0.974446032880629,0.9788284581431884
GSE250136,mast,sample_single_cell,Ddx6,H,Morphotypeneural_bias,0.050584366514381106,NA,NA,NA,NA,0.1863156485574864,0.1863156485574864,0.09679674384017849,0.8293655900141552,0.8507862759113652,0.8383332086481634
GSE250136,mast,sample_single_cell,Dek,H,Morphotypeneural_bias,2.1191129849559688e-4,NA,NA,NA,NA,1.874989546408246,1.874989546408246,0.009524855206065249,0.9954960751512032,0.9955325232308792,0.9955113338819481
GSE250136,mast,sample_single_cell,Denr,H,Morphotypeneural_bias,0.282386939103825,NA,NA,NA,NA,0.17119881299202966,0.17119881299202966,0.3115742196313521,0.8135375112598121,0.8293423874195854,0.8201541108700531
GSE250136,mast,sample_single_cell,Dhx15,H,Morphotypeneural_bias,0.028291487095581647,NA,NA,NA,NA,0.22237949999657047,0.22237949999657047,0.07621744473068369,0.9450521168446789,0.9472837741243746,0.9459863843794419
GSE250136,mast,sample_single_cell,Dhx9,H,Morphotypeneural_bias,0.010750558318384272,NA,NA,NA,NA,0.29808976363571915,0.29808976363571915,0.056601416340753496,0.9897053146313216,0.993566833452466,0.9913219121717662
GSE250136,mast,sample_single_cell,Dkc1,H,Morphotypeneural_bias,0.06860141463742932,NA,NA,NA,NA,0.24437738811196352,0.24437738811196352,0.11495533976546252,1,1,1
GSE250136,mast,sample_single_cell,Dnaja1,H,Morphotypeneural_bias,0.05954400150979257,NA,NA,NA,NA,0.5568493902564642,0.5568493902564642,0.10463422632688113,0.9553468022133573,0.9578270192994996,0.9563851275529288
GSE250136,mast,sample_single_cell,Dnaja2,H,Morphotypeneural_bias,0.011646464085882446,NA,NA,NA,NA,0.24320214165828435,0.24320214165828435,0.056601416340753496,0.9956247587183117,0.9958899213724088,0.9957357671878507
GSE250136,mast,sample_single_cell,Dnajb6,H,Morphotypeneural_bias,0.33514823572974584,NA,NA,NA,NA,0.1044810369322482,0.1044810369322482,0.3613845875166704,0.9984557971946982,0.9983917083631165,0.9984289668586819
GSE250136,mast,sample_single_cell,Dnajc2,H,Morphotypeneural_bias,0.030382578447354227,NA,NA,NA,NA,0.20462047146762563,0.20462047146762563,0.07755058633182339,0.8913910693604427,0.8815225160829163,0.8872596693349293
GSE250136,mast,sample_single_cell,Dnajc8,H,Morphotypeneural_bias,0.013256541444057414,NA,NA,NA,NA,0.2793688670799459,0.2793688670799459,0.060447642220678596,0.9983271136275897,0.998927805575411,0.9985785890626169
GSE250136,mast,sample_single_cell,Dnajc9,H,Morphotypeneural_bias,6.69760103560432e-5,NA,NA,NA,NA,0.4604586889425346,0.4604586889425346,0.006355279204895654,1,1,1
GSE250136,mast,sample_single_cell,Dpy30,H,Morphotypeneural_bias,0.12880748831967434,NA,NA,NA,NA,0.1701223545143291,0.1701223545143291,0.17117338704777796,1,1,1
GSE250136,mast,sample_single_cell,Dstn,H,Morphotypeneural_bias,0.21233404875865047,NA,NA,NA,NA,0.2036751575985165,0.2036751575985165,0.24957763470825417,0.9160983142452709,0.910650464617584,0.9138176105334032
GSE250136,mast,sample_single_cell,Dtymk,H,Morphotypeneural_bias,0.06689365989832384,NA,NA,NA,NA,0.26148771912404367,0.26148771912404367,0.11357293350530528,0.8100630549478831,0.8275553967119371,0.8173861000972544
GSE250136,mast,sample_single_cell,Dut,H,Morphotypeneural_bias,0.005851009538908272,NA,NA,NA,NA,0.892755416543066,0.892755416543066,0.046047254667876444,0.8849568910050186,0.916011436740529,0.8979576569162864
GSE250136,mast,sample_single_cell,Dync1i2,H,Morphotypeneural_bias,0.2721803396501657,NA,NA,NA,NA,0.08738139071741813,0.08738139071741813,0.3022652926674142,0.8908763350920087,0.8881343817012152,0.8897284356998578
GSE250136,mast,sample_single_cell,Dynll1,H,Morphotypeneural_bias,0.13477201032570424,NA,NA,NA,NA,0.7393097927480454,0.7393097927480454,0.17652652886219541,0.9382318877879294,0.9358470335954253,0.9372334854492407
GSE250136,mast,sample_single_cell,Dynll2,H,Morphotypeneural_bias,0.013387856395109898,NA,NA,NA,NA,0.21316791045553174,0.21316791045553174,0.060447642220678596,0.9841719212456569,0.9817726947819871,0.9831675020573053
GSE250136,mast,sample_single_cell,Edf1,H,Morphotypeneural_bias,0.008107448135632375,NA,NA,NA,NA,0.2914194546970803,0.2914194546970803,0.05288988748278629,0.9317977094325055,0.9304860614724804,0.9312485972918381
GSE250136,mast,sample_single_cell,Eef1a1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9907347831681894,0.9876697641172266,0.989451634622578
GSE250136,mast,sample_single_cell,Eef1b2,H,Morphotypeneural_bias,0.11818898913746385,NA,NA,NA,NA,1.9277627091774754,1.9277627091774754,0.1609783041840417,0.9432505469051602,0.943709792709078,0.9434428069125458
GSE250136,mast,sample_single_cell,Eef1d,H,Morphotypeneural_bias,0.02027238195694307,NA,NA,NA,NA,0.7217252767378834,0.7217252767378834,0.06842930510367344,0.898726032685626,0.8859899928520372,0.8933941796962669
GSE250136,mast,sample_single_cell,Eef1g,H,Morphotypeneural_bias,0.022996842671787664,NA,NA,NA,NA,1.7093884723809634,1.7093884723809634,0.07001605895110906,0.9292240380903358,0.928699070764832,0.9290042642328121
GSE250136,mast,sample_single_cell,Eef2,H,Morphotypeneural_bias,0.018338386810119355,NA,NA,NA,NA,1.826124302837007,1.826124302837007,0.067828541548252,0.9361729507141938,0.9413867047891351,0.9383556519787537
GSE250136,mast,sample_single_cell,Eif1,H,Morphotypeneural_bias,0.012214192607546926,NA,NA,NA,NA,1.6083855319859026,1.6083855319859026,0.057629394954945165,0.8050443958306525,0.8053967119370979,0.8051918904765467
GSE250136,mast,sample_single_cell,Eif1ax,H,Morphotypeneural_bias,0.01782253310729364,NA,NA,NA,NA,0.3097805326994494,0.3097805326994494,0.067828541548252,0.9958821258525287,0.9942816297355254,0.9952120894740779
GSE250136,mast,sample_single_cell,Eif1b,H,Morphotypeneural_bias,5.2036230629709606e-5,NA,NA,NA,NA,0.24704292513658066,0.24704292513658066,0.0055548676197215005,0.934886115043109,0.940314510364546,0.9371586743472732
GSE250136,mast,sample_single_cell,Eif2s1,H,Morphotypeneural_bias,0.012393609569298214,NA,NA,NA,NA,0.2567808750195857,0.2567808750195857,0.05815462951747624,0.9103075537253893,0.9165475339528234,0.9129198773097927
GSE250136,mast,sample_single_cell,Eif2s2,H,Morphotypeneural_bias,0.004116540976085653,NA,NA,NA,NA,0.5457402228887283,0.5457402228887283,0.042589761678324164,0.980697464933728,0.9790922087205146,0.9800254357746689
GSE250136,mast,sample_single_cell,Eif3a,H,Morphotypeneural_bias,0.0706792227456538,NA,NA,NA,NA,0.9881786813387876,0.9881786813387876,0.11670886298320018,0.9889332132286707,0.9874910650464618,0.988329468093065
GSE250136,mast,sample_single_cell,Eif3b,H,Morphotypeneural_bias,0.23360770430051653,NA,NA,NA,NA,0.14428728390934964,0.14428728390934964,0.26923209105619583,0.974005919444087,0.9731951393852752,0.9736664921074287
GSE250136,mast,sample_single_cell,Eif3c,H,Morphotypeneural_bias,0.02711219596241612,NA,NA,NA,NA,0.5843755354597153,0.5843755354597153,0.0739738509645475,0.9422210783682924,0.9401358112937813,0.941348096057455
GSE250136,mast,sample_single_cell,Eif3d,H,Morphotypeneural_bias,0.02322513737233115,NA,NA,NA,NA,0.34232438886219807,0.34232438886219807,0.07001605895110906,1,1,1
GSE250136,mast,sample_single_cell,Eif3e,H,Morphotypeneural_bias,0.07163210919231298,NA,NA,NA,NA,0.6418537774239308,0.6418537774239308,0.11748574760181645,0.9410629262643161,0.9428162973552537,0.9417969626692602
GSE250136,mast,sample_single_cell,Eif3f,H,Morphotypeneural_bias,0.044769618151332964,NA,NA,NA,NA,0.7150380937381184,0.7150380937381184,0.09103155690771035,0.8580620254793463,0.8538241601143675,0.856287873120371
GSE250136,mast,sample_single_cell,Eif3g,H,Morphotypeneural_bias,0.1667657005185995,NA,NA,NA,NA,0.16567550932494557,0.16567550932494557,0.20640276556939707,0.9530304980054047,0.9535382416011436,0.9532430612702925
GSE250136,mast,sample_single_cell,Eif3h,H,Morphotypeneural_bias,0.06949086226427645,NA,NA,NA,NA,0.532255791276957,0.532255791276957,0.11590858666736736,0.8952515763736971,0.8988563259471051,0.8967606792848059
GSE250136,mast,sample_single_cell,Eif3i,H,Morphotypeneural_bias,0.006470083857061978,NA,NA,NA,NA,0.5140693537860033,0.5140693537860033,0.04794337353392875,0.8279500707759619,0.8193352394567548,0.824343532580235
GSE250136,mast,sample_single_cell,Eif3k,H,Morphotypeneural_bias,0.06357848352854341,NA,NA,NA,NA,0.5880076111386598,0.5880076111386598,0.10902816251681942,0.8868871445116459,0.8881343817012152,0.8874092915388644
GSE250136,mast,sample_single_cell,Eif3l,H,Morphotypeneural_bias,0.03407338536781481,NA,NA,NA,NA,0.272913254306125,0.272913254306125,0.08128120420143532,0.8795521811864625,0.876518942101501,0.8782823370988254
GSE250136,mast,sample_single_cell,Eif3m,H,Morphotypeneural_bias,0.09941573258983578,NA,NA,NA,NA,0.3097704436306845,0.3097704436306845,0.14317206683257971,0.9835285034101146,0.9808791994281629,0.98241939103763
GSE250136,mast,sample_single_cell,Eif4a1,H,Morphotypeneural_bias,0.12188942906908554,NA,NA,NA,NA,1.062576444490821,1.062576444490821,0.16399861684422953,0.9755501222493888,0.9708720514653324,0.9735916810054612
GSE250136,mast,sample_single_cell,Eif4a3,H,Morphotypeneural_bias,0.01699797594574064,NA,NA,NA,NA,0.2949056006177999,0.2949056006177999,0.06689526017355994,1,1,1
GSE250136,mast,sample_single_cell,Eif4b,H,Morphotypeneural_bias,0.003805839082257182,NA,NA,NA,NA,0.278346103986701,0.278346103986701,0.042589761678324164,0.9584352078239609,0.95746962115797,0.9580309717962145
